,sentiment
150418,"[{'confidence': 0.67415052541753, 'value': 'negative'}]"
150437,"[{'confidence': 0.66595632750295, 'value': 'negative'}]"
150438,"[{'confidence': 0.62146013685634, 'value': 'negative'}]"
150439,"[{'confidence': 0.83631348696342, 'value': 'negative'}]"
150454,"[{'confidence': 0.58681959439671, 'value': 'negative'}]"
150462,"[{'confidence': 0.52574475096065, 'value': 'neutral'}]"
150463,"[{'confidence': 0.52968620726965, 'value': 'negative'}]"
150464,"[{'confidence': 0.55187058265637, 'value': 'neutral'}]"
150468,"[{'confidence': 0.75092625855255, 'value': 'negative'}]"
150475,"[{'confidence': 0.61705649080152, 'value': 'neutral'}]"
150478,"[{'confidence': 0.63950407631958, 'value': 'negative'}]"
150483,"[{'confidence': 0.50186372487412, 'value': 'neutral'}]"
150486,"[{'confidence': 0.51320052265619, 'value': 'negative'}]"
150488,
150494,"[{'confidence': 0.54537146188388, 'value': 'neutral'}]"
150506,
150512,"[{'confidence': 0.6022710337584, 'value': 'neutral'}]"
150537,"[{'confidence': 0.50853668953037, 'value': 'negative'}]"
150541,"[{'confidence': 0.62690018830305, 'value': 'negative'}]"
150543,"[{'confidence': 0.65390002041268, 'value': 'negative'}]"
150554,
150557,
150558,"[{'confidence': 0.61666643951798, 'value': 'neutral'}]"
150559,"[{'confidence': 0.73308718752895, 'value': 'negative'}]"
150563,"[{'confidence': 0.62379998612256, 'value': 'negative'}]"
150575,"[{'confidence': 0.80205357027218, 'value': 'positive'}]"
150584,"[{'confidence': 0.53982518981495, 'value': 'negative'}]"
150593,"[{'confidence': 0.55910823828188, 'value': 'negative'}]"
150598,"[{'confidence': 0.52780736543751, 'value': 'negative'}]"
150610,"[{'confidence': 0.70459974681273, 'value': 'negative'}]"
150611,"[{'confidence': 0.60284740290084, 'value': 'negative'}]"
150613,"[{'confidence': 0.62504881843241, 'value': 'negative'}]"
150616,"[{'confidence': 0.85656374690784, 'value': 'negative'}]"
150618,"[{'confidence': 0.53631699310473, 'value': 'neutral'}]"
150625,
150627,"[{'confidence': 0.8552573869221, 'value': 'negative'}]"
150631,"[{'confidence': 0.54688371714807, 'value': 'negative'}]"
150634,"[{'confidence': 0.78807634273329, 'value': 'negative'}]"
150635,
150636,"[{'confidence': 0.80651658361645, 'value': 'negative'}]"
150637,"[{'confidence': 0.78158790329662, 'value': 'negative'}]"
150641,"[{'confidence': 0.77613263141452, 'value': 'negative'}]"
150654,"[{'confidence': 0.7442968548599, 'value': 'negative'}]"
150669,"[{'confidence': 0.64892822724205, 'value': 'negative'}]"
150674,
150679,"[{'confidence': 0.75075691075705, 'value': 'negative'}]"
150697,"[{'confidence': 0.50787930225056, 'value': 'negative'}]"
150709,"[{'confidence': 0.67997836658209, 'value': 'negative'}]"
150711,
150712,"[{'confidence': 0.566192072837, 'value': 'negative'}]"
150716,
150718,"[{'confidence': 0.56706677890184, 'value': 'negative'}]"
150734,"[{'confidence': 0.5316482916415, 'value': 'neutral'}]"
150739,"[{'confidence': 0.56683303377711, 'value': 'neutral'}]"
150767,"[{'confidence': 0.52800692101709, 'value': 'neutral'}]"
150770,
150772,"[{'confidence': 0.69736867758668, 'value': 'neutral'}]"
150780,
150782,"[{'confidence': 0.68142432554212, 'value': 'negative'}]"
150788,"[{'confidence': 0.6032203538912, 'value': 'neutral'}]"
150791,
150812,"[{'confidence': 0.59472818073661, 'value': 'negative'}]"
150830,"[{'confidence': 0.51273226381236, 'value': 'neutral'}]"
150832,"[{'confidence': 0.55452121472926, 'value': 'negative'}]"
150846,
150851,"[{'confidence': 0.54643970076905, 'value': 'neutral'}]"
150855,"[{'confidence': 0.54597466396427, 'value': 'negative'}]"
150857,"[{'confidence': 0.54301314547965, 'value': 'negative'}]"
150886,"[{'confidence': 0.6306751969644, 'value': 'neutral'}]"
150893,"[{'confidence': 0.51902108347646, 'value': 'negative'}]"
150909,"[{'confidence': 0.6437680151485, 'value': 'neutral'}]"
150910,"[{'confidence': 0.65343320242739, 'value': 'neutral'}]"
150919,
150946,"[{'confidence': 0.63765252127784, 'value': 'negative'}]"
150951,"[{'confidence': 0.7198434484769, 'value': 'negative'}]"
150980,"[{'confidence': 0.51859854514168, 'value': 'positive'}]"
150997,"[{'confidence': 0.52797818816879, 'value': 'neutral'}]"
150999,"[{'confidence': 0.54598439429612, 'value': 'neutral'}]"
151006,"[{'confidence': 0.65337532877672, 'value': 'negative'}]"
151014,
151025,"[{'confidence': 0.5221895043077, 'value': 'negative'}]"
151039,"[{'confidence': 0.72567195168188, 'value': 'negative'}]"
151042,"[{'confidence': 0.53166182289183, 'value': 'negative'}]"
151060,"[{'confidence': 0.71346521246419, 'value': 'negative'}]"
151077,"[{'confidence': 0.7557720055842, 'value': 'negative'}]"
151090,"[{'confidence': 0.52489483180203, 'value': 'neutral'}]"
151093,"[{'confidence': 0.8043845231965, 'value': 'negative'}]"
151109,"[{'confidence': 0.50491922068711, 'value': 'neutral'}]"
151123,"[{'confidence': 0.59179621425393, 'value': 'negative'}]"
151133,"[{'confidence': 0.50198255500079, 'value': 'neutral'}]"
151186,"[{'confidence': 0.64884263595813, 'value': 'negative'}]"
151200,"[{'confidence': 0.74844752676648, 'value': 'positive'}]"
151205,"[{'confidence': 0.63060646525357, 'value': 'negative'}]"
151214,"[{'confidence': 0.58994930870913, 'value': 'neutral'}]"
151233,
151256,"[{'confidence': 0.5340431882816, 'value': 'negative'}]"
151267,"[{'confidence': 0.57405258243805, 'value': 'neutral'}]"
151276,"[{'confidence': 0.52980840406701, 'value': 'negative'}]"
151281,"[{'confidence': 0.86459046611643, 'value': 'negative'}]"
151286,"[{'confidence': 0.62380314654757, 'value': 'neutral'}]"
151304,"[{'confidence': 0.87198043076796, 'value': 'positive'}]"
151316,"[{'confidence': 0.64883058910812, 'value': 'negative'}]"
151325,"[{'confidence': 0.71380632996296, 'value': 'negative'}]"
151335,"[{'confidence': 0.52713006254387, 'value': 'negative'}]"
151341,"[{'confidence': 0.54655618473372, 'value': 'neutral'}]"
151353,"[{'confidence': 0.61408775777793, 'value': 'negative'}]"
151354,"[{'confidence': 0.52114379057633, 'value': 'negative'}]"
151356,"[{'confidence': 0.55682176844891, 'value': 'neutral'}]"
151378,"[{'confidence': 0.669479134736, 'value': 'negative'}]"
151392,
151401,"[{'confidence': 0.56375437499386, 'value': 'negative'}]"
151412,
151414,"[{'confidence': 0.52811957012101, 'value': 'neutral'}]"
151421,"[{'confidence': 0.83186555377581, 'value': 'positive'}]"
151422,"[{'confidence': 0.70845497204353, 'value': 'neutral'}]"
151423,"[{'confidence': 0.55513764712953, 'value': 'negative'}]"
151424,"[{'confidence': 0.50219213194224, 'value': 'neutral'}]"
151428,
151431,"[{'confidence': 0.67330342826859, 'value': 'neutral'}]"
151439,"[{'confidence': 0.66519045397083, 'value': 'neutral'}]"
151441,"[{'confidence': 0.53976280398414, 'value': 'negative'}]"
151443,"[{'confidence': 0.79087585696873, 'value': 'positive'}]"
151446,
151448,
151450,"[{'confidence': 0.63060635249236, 'value': 'neutral'}]"
151452,
151455,"[{'confidence': 0.58254073817292, 'value': 'neutral'}]"
151462,
151465,"[{'confidence': 0.66342305830302, 'value': 'negative'}]"
151469,"[{'confidence': 0.59870813272645, 'value': 'neutral'}]"
151471,"[{'confidence': 0.60579497830961, 'value': 'negative'}]"
151473,"[{'confidence': 0.54996280926793, 'value': 'negative'}]"
151477,
151480,"[{'confidence': 0.55142955108398, 'value': 'neutral'}]"
151483,
151490,
151494,
151500,"[{'confidence': 0.58078429871852, 'value': 'negative'}]"
151503,
151511,"[{'confidence': 0.57935083150855, 'value': 'negative'}]"
151516,"[{'confidence': 0.64981847681887, 'value': 'negative'}]"
151520,"[{'confidence': 0.65658020989269, 'value': 'negative'}]"
151523,"[{'confidence': 0.54104823494581, 'value': 'neutral'}]"
151527,"[{'confidence': 0.79296529408871, 'value': 'negative'}]"
151528,"[{'confidence': 0.51723617871348, 'value': 'neutral'}]"
151536,
151541,"[{'confidence': 0.68903178601729, 'value': 'neutral'}]"
151542,"[{'confidence': 0.65794372542351, 'value': 'negative'}]"
151546,"[{'confidence': 0.82974957813351, 'value': 'negative'}]"
151549,"[{'confidence': 0.67328518851635, 'value': 'negative'}]"
151558,
151561,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
151563,"[{'confidence': 0.79049139513529, 'value': 'positive'}]"
151570,"[{'confidence': 0.64402085665029, 'value': 'negative'}]"
151573,"[{'confidence': 0.50617253702813, 'value': 'neutral'}]"
151574,"[{'confidence': 0.84508657574057, 'value': 'negative'}]"
151586,"[{'confidence': 0.51338320288634, 'value': 'neutral'}]"
151592,"[{'confidence': 0.56657601529125, 'value': 'negative'}]"
151596,"[{'confidence': 0.62919336738575, 'value': 'neutral'}]"
151624,"[{'confidence': 0.68487279570219, 'value': 'negative'}]"
151633,"[{'confidence': 0.69793152677727, 'value': 'negative'}]"
151634,"[{'confidence': 0.60358238284713, 'value': 'negative'}]"
151637,
151647,"[{'confidence': 0.75740146173952, 'value': 'negative'}]"
151648,"[{'confidence': 0.51156066461947, 'value': 'neutral'}]"
151649,
151650,
151658,
151659,"[{'confidence': 0.60259991468664, 'value': 'neutral'}]"
151665,
151676,
151679,
151680,
151681,
151686,"[{'confidence': 0.57454372646444, 'value': 'negative'}]"
151690,
151691,"[{'confidence': 0.53865833202104, 'value': 'neutral'}]"
151699,"[{'confidence': 0.66959971572917, 'value': 'negative'}]"
151704,"[{'confidence': 0.90151238585032, 'value': 'positive'}]"
151717,"[{'confidence': 0.6931009275248, 'value': 'negative'}]"
151725,"[{'confidence': 0.70481436529741, 'value': 'negative'}]"
151727,"[{'confidence': 0.68347025650518, 'value': 'negative'}]"
151730,
151743,"[{'confidence': 0.5462001658328, 'value': 'neutral'}]"
151744,"[{'confidence': 0.59384984742369, 'value': 'negative'}]"
151752,"[{'confidence': 0.64194750356771, 'value': 'neutral'}]"
151756,
151758,
151760,"[{'confidence': 0.61033136108227, 'value': 'negative'}]"
151763,
151766,
151770,"[{'confidence': 0.8230793478779, 'value': 'positive'}]"
151774,"[{'confidence': 0.72025054853584, 'value': 'neutral'}]"
151787,
151788,"[{'confidence': 0.50219213194224, 'value': 'neutral'}]"
151789,
151790,"[{'confidence': 0.63078158895147, 'value': 'negative'}]"
151793,"[{'confidence': 0.5278921877939, 'value': 'negative'}]"
151796,"[{'confidence': 0.70524537474717, 'value': 'neutral'}]"
151798,"[{'confidence': 0.60757582907562, 'value': 'negative'}]"
151803,"[{'confidence': 0.75033104729933, 'value': 'negative'}]"
151827,
151831,
151843,"[{'confidence': 0.86229186866473, 'value': 'negative'}]"
151844,"[{'confidence': 0.56126999616879, 'value': 'neutral'}]"
151855,"[{'confidence': 0.53209884235756, 'value': 'negative'}]"
151873,"[{'confidence': 0.54780995665873, 'value': 'neutral'}]"
151875,"[{'confidence': 0.75639605864761, 'value': 'positive'}]"
151880,"[{'confidence': 0.52167134489209, 'value': 'negative'}]"
151883,"[{'confidence': 0.5368019915781, 'value': 'neutral'}]"
151889,"[{'confidence': 0.51909388114765, 'value': 'negative'}]"
151892,"[{'confidence': 0.57317465086865, 'value': 'negative'}]"
151895,"[{'confidence': 0.50438684075218, 'value': 'negative'}]"
151896,"[{'confidence': 0.59312339556557, 'value': 'neutral'}]"
151899,"[{'confidence': 0.69186407600359, 'value': 'neutral'}]"
151900,"[{'confidence': 0.55201346000773, 'value': 'negative'}]"
151903,"[{'confidence': 0.5483723823166, 'value': 'neutral'}]"
151904,"[{'confidence': 0.62662280592685, 'value': 'negative'}]"
151906,"[{'confidence': 0.60307515019598, 'value': 'negative'}]"
151908,"[{'confidence': 0.52290518270047, 'value': 'neutral'}]"
151911,"[{'confidence': 0.51651018731209, 'value': 'neutral'}]"
151912,"[{'confidence': 0.58764223898673, 'value': 'negative'}]"
151914,
151918,"[{'confidence': 0.5730534844254, 'value': 'neutral'}]"
151923,
151931,
151935,"[{'confidence': 0.53959543709551, 'value': 'negative'}]"
151937,"[{'confidence': 0.80338632772866, 'value': 'negative'}]"
151947,
151948,
151952,"[{'confidence': 0.68498730986196, 'value': 'negative'}]"
151959,"[{'confidence': 0.64760184590755, 'value': 'neutral'}]"
151969,"[{'confidence': 0.63026045843272, 'value': 'negative'}]"
151975,"[{'confidence': 0.59119777949762, 'value': 'neutral'}]"
151977,"[{'confidence': 0.74634080095449, 'value': 'neutral'}]"
151979,"[{'confidence': 0.52290833063529, 'value': 'neutral'}]"
151980,
151984,
151985,"[{'confidence': 0.63566542262311, 'value': 'negative'}]"
151989,
151996,"[{'confidence': 0.50910197298024, 'value': 'neutral'}]"
151997,
152002,"[{'confidence': 0.53261726360112, 'value': 'negative'}]"
152004,"[{'confidence': 0.5984215017592, 'value': 'negative'}]"
152006,"[{'confidence': 0.80314242376302, 'value': 'negative'}]"
152007,"[{'confidence': 0.52069984685449, 'value': 'neutral'}]"
152008,"[{'confidence': 0.85191076603697, 'value': 'negative'}]"
152009,"[{'confidence': 0.55704723488409, 'value': 'neutral'}]"
152012,"[{'confidence': 0.52463687816306, 'value': 'neutral'}]"
152019,
152023,"[{'confidence': 0.6922767058413, 'value': 'neutral'}]"
152028,"[{'confidence': 0.71012639322341, 'value': 'positive'}]"
152029,
152030,"[{'confidence': 0.5306850047643, 'value': 'negative'}]"
152032,"[{'confidence': 0.58928168159122, 'value': 'positive'}]"
152040,"[{'confidence': 0.6524147368595, 'value': 'neutral'}]"
152042,"[{'confidence': 0.51708923451214, 'value': 'neutral'}]"
152045,"[{'confidence': 0.63072889823846, 'value': 'neutral'}]"
152052,"[{'confidence': 0.60510379266708, 'value': 'negative'}]"
152054,"[{'confidence': 0.61806584426071, 'value': 'negative'}]"
152056,"[{'confidence': 0.57595973815824, 'value': 'positive'}]"
152057,"[{'confidence': 0.55581098171312, 'value': 'neutral'}]"
152071,"[{'confidence': 0.60389833754674, 'value': 'negative'}]"
152073,
152075,"[{'confidence': 0.50510536575348, 'value': 'neutral'}]"
152077,"[{'confidence': 0.52909046774068, 'value': 'neutral'}]"
152081,"[{'confidence': 0.53018142064299, 'value': 'neutral'}]"
152084,"[{'confidence': 0.61048376999677, 'value': 'positive'}]"
152086,"[{'confidence': 0.68170552787961, 'value': 'neutral'}]"
152093,
152102,"[{'confidence': 0.54431533632442, 'value': 'neutral'}]"
152103,
152105,
152108,"[{'confidence': 0.81953460296316, 'value': 'negative'}]"
152113,"[{'confidence': 0.86404919776669, 'value': 'negative'}]"
152118,"[{'confidence': 0.52385444150102, 'value': 'neutral'}]"
152133,"[{'confidence': 0.62389837580351, 'value': 'negative'}]"
152134,"[{'confidence': 0.58046787767507, 'value': 'negative'}]"
152142,"[{'confidence': 0.65006023006854, 'value': 'negative'}]"
152143,
152144,
152172,
152174,"[{'confidence': 0.59331394299497, 'value': 'negative'}]"
152180,"[{'confidence': 0.58654201126695, 'value': 'negative'}]"
152188,"[{'confidence': 0.64506118687012, 'value': 'negative'}]"
152189,"[{'confidence': 0.85627103377995, 'value': 'positive'}]"
152191,"[{'confidence': 0.55410461812383, 'value': 'neutral'}]"
152192,"[{'confidence': 0.83524817542961, 'value': 'negative'}]"
152193,
152194,"[{'confidence': 0.69505326960817, 'value': 'negative'}]"
152197,"[{'confidence': 0.54878097298188, 'value': 'neutral'}]"
152199,
152204,"[{'confidence': 0.6954328988468, 'value': 'negative'}]"
152211,"[{'confidence': 0.5528243135524, 'value': 'negative'}]"
152215,"[{'confidence': 0.71926445028123, 'value': 'negative'}]"
152233,"[{'confidence': 0.69328784836983, 'value': 'neutral'}]"
152242,
152246,"[{'confidence': 0.70648473499097, 'value': 'neutral'}]"
152247,"[{'confidence': 0.63553464459008, 'value': 'negative'}]"
152250,
152252,"[{'confidence': 0.68689876198204, 'value': 'negative'}]"
152259,
152264,"[{'confidence': 0.8326504764708, 'value': 'negative'}]"
152265,"[{'confidence': 0.61378580665229, 'value': 'negative'}]"
152267,"[{'confidence': 0.872689541498, 'value': 'negative'}]"
152276,
152287,"[{'confidence': 0.67743211485854, 'value': 'neutral'}]"
152290,"[{'confidence': 0.54292094227357, 'value': 'negative'}]"
152300,"[{'confidence': 0.78157704877124, 'value': 'negative'}]"
152304,
152308,"[{'confidence': 0.61029582024058, 'value': 'negative'}]"
152309,"[{'confidence': 0.55032902195534, 'value': 'neutral'}]"
152321,"[{'confidence': 0.50832903994531, 'value': 'neutral'}]"
152324,"[{'confidence': 0.5032147245275, 'value': 'neutral'}]"
152325,"[{'confidence': 0.65335476656037, 'value': 'neutral'}]"
152326,"[{'confidence': 0.71637242374957, 'value': 'negative'}]"
152327,"[{'confidence': 0.52252130794997, 'value': 'negative'}]"
152335,"[{'confidence': 0.83416670678134, 'value': 'negative'}]"
152337,"[{'confidence': 0.60731286123817, 'value': 'negative'}]"
152340,"[{'confidence': 0.51641118771848, 'value': 'neutral'}]"
152344,"[{'confidence': 0.58685411788242, 'value': 'neutral'}]"
152346,"[{'confidence': 0.53066463460373, 'value': 'negative'}]"
152348,"[{'confidence': 0.57246482387375, 'value': 'negative'}]"
152352,
152355,
152356,"[{'confidence': 0.60975670464449, 'value': 'negative'}]"
152363,"[{'confidence': 0.7259332060954, 'value': 'negative'}]"
152364,"[{'confidence': 0.53891206552348, 'value': 'negative'}]"
152366,"[{'confidence': 0.79861444241067, 'value': 'negative'}]"
152369,"[{'confidence': 0.63595634110145, 'value': 'neutral'}]"
152370,
152387,"[{'confidence': 0.75523405942883, 'value': 'positive'}]"
152395,"[{'confidence': 0.62565403388139, 'value': 'negative'}]"
152404,
152408,
152414,"[{'confidence': 0.5853127221039, 'value': 'negative'}]"
152419,"[{'confidence': 0.52770774174743, 'value': 'neutral'}]"
152426,"[{'confidence': 0.56592107636653, 'value': 'negative'}]"
152430,"[{'confidence': 0.5926020633443, 'value': 'negative'}]"
152438,
152443,
152451,"[{'confidence': 0.74686486692067, 'value': 'negative'}]"
152464,"[{'confidence': 0.50154387301957, 'value': 'negative'}]"
152470,
152483,"[{'confidence': 0.69516861585275, 'value': 'negative'}]"
152494,"[{'confidence': 0.69587480355076, 'value': 'negative'}]"
152497,"[{'confidence': 0.56110047538815, 'value': 'neutral'}]"
152500,"[{'confidence': 0.52013272236911, 'value': 'neutral'}]"
152505,"[{'confidence': 0.59116042825592, 'value': 'negative'}]"
152506,"[{'confidence': 0.64558064483609, 'value': 'negative'}]"
152522,"[{'confidence': 0.5918199892748, 'value': 'neutral'}]"
